name	taxonomy_id	taxonomy_lvl	sample_Neg_num	sample_Neg_frac	sample_No-Tube-1_num	sample_No-Tube-1_frac	sample_No-Tube-2_num	sample_No-Tube-2_frac	sample_Pos_num	sample_Pos_frac
Bacteroides intestinalis	329854	S	0	0.00000	26	0.00000	0	0.00000	0	0.00000
Bacteroides fragilis	817	S	0	0.00000	25	0.00000	0	0.00000	22	0.00000
Bacteroides cellulosilyticus	246787	S	0	0.00000	11	0.00000	0	0.00000	13	0.00000
Alistipes onderdonkii	328813	S	0	0.00000	36	0.00000	0	0.00000	0	0.00000
Spirosoma sp. TS118	2735870	S	0	0.00000	12	0.00000	0	0.00000	23	0.00000
Spirosoma sp. I-24	2666025	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Spirosoma pollinicola	2057025	S	0	0.00000	22	0.00000	0	0.00000	47	0.00000
Arcticibacterium luteifluviistationis	1784714	S	0	0.00000	12	0.00000	0	0.00000	14	0.00000
Hymenobacter sp. BRD72	2615203	S	0	0.00000	35	0.00000	0	0.00000	241	0.00000
Candidatus Amoebophilus asiaticus	281120	S	0	0.00000	11	0.00000	0	0.00000	23	0.00000
Pedobacter ginsengisoli	363852	S	0	0.00000	17	0.00000	0	0.00000	27	0.00000
Gemmatimonas phototrophica	1379270	S	0	0.00000	17	0.00000	0	0.00000	27	0.00000
Fusobacterium varium	856	S	0	0.00000	56	0.00000	0	0.00000	218	0.00000
Fusobacterium hwasookii	1583098	S	0	0.00000	26	0.00000	0	0.00000	45	0.00000
Fusobacterium pseudoperiodonticum	2663009	S	0	0.00000	18	0.00000	0	0.00000	28	0.00000
Leptotrichia wadei	157687	S	0	0.00000	28	0.00000	0	0.00000	87	0.00000
Leptotrichia hofstadii	157688	S	0	0.00000	11	0.00000	0	0.00000	17	0.00000
Sebaldella termitidis	826	S	0	0.00000	17	0.00000	0	0.00000	36	0.00000
Sneathia amnii	187101	S	0	0.00000	13	0.00000	0	0.00000	30	0.00000
Anaerohalosphaera lusitana	1936003	S	0	0.00000	10	0.00000	0	0.00000	20	0.00000
Chlamydia pecorum	85991	S	0	0.00000	44	0.00000	0	0.00000	61	0.00000
Persephonella marina	309805	S	0	0.00000	18	0.00000	0	0.00000	16	0.00000
Sulfurihydrogenibium sp. YO3AOP1	436114	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000
bacterium BFN5	2717699	S	0	0.00000	35	0.00000	0	0.00000	45	0.00000
Aminomonas paucivorans	81412	S	0	0.00000	12	0.00000	0	0.00000	10	0.00000
Cryptococcus neoformans	5207	S	0	0.00000	1184837	0.02905	0	0.00000	2349757	0.02524
Cryptococcus gattii VGI	37769	S	0	0.00000	2371	0.00006	0	0.00000	5185	0.00006
Sporisorium graminicola	280036	S	0	0.00000	62	0.00000	0	0.00000	111	0.00000
Saccharomyces cerevisiae	4932	S	0	0.00000	893848	0.02192	0	0.00000	2131881	0.02290
Saccharomyces paradoxus	27291	S	0	0.00000	5503	0.00013	0	0.00000	15723	0.00017
Saccharomyces eubayanus	1080349	S	0	0.00000	2412	0.00006	0	0.00000	7702	0.00008
Kluyveromyces marxianus	4911	S	0	0.00000	63	0.00000	0	0.00000	166	0.00000
Kluyveromyces lactis	28985	S	0	0.00000	53	0.00000	0	0.00000	150	0.00000
[Candida] glabrata	5478	S	0	0.00000	458	0.00001	0	0.00000	1483	0.00002
Tetrapisispora blattae	1071379	S	0	0.00000	178	0.00000	0	0.00000	527	0.00001
Tetrapisispora phaffii	113608	S	0	0.00000	132	0.00000	0	0.00000	404	0.00000
Eremothecium sinecaudum	45286	S	0	0.00000	138	0.00000	0	0.00000	173	0.00000
Eremothecium cymbalariae	45285	S	0	0.00000	102	0.00000	0	0.00000	300	0.00000
Eremothecium gossypii	33169	S	0	0.00000	36	0.00000	0	0.00000	45	0.00000
Naumovozyma dairenensis	27289	S	0	0.00000	92	0.00000	0	0.00000	244	0.00000
Naumovozyma castellii	27288	S	0	0.00000	72	0.00000	0	0.00000	237	0.00000
Kazachstania naganishii	588726	S	0	0.00000	105	0.00000	0	0.00000	188	0.00000
Kazachstania africana	432096	S	0	0.00000	59	0.00000	0	0.00000	131	0.00000
Zygosaccharomyces rouxii	4956	S	0	0.00000	158	0.00000	0	0.00000	235	0.00000
Torulaspora delbrueckii	4950	S	0	0.00000	48	0.00000	0	0.00000	105	0.00000
Lachancea thermotolerans	381046	S	0	0.00000	35	0.00000	0	0.00000	110	0.00000
Candida orthopsilosis	273371	S	0	0.00000	24	0.00000	0	0.00000	42	0.00000
Candida dubliniensis	42374	S	0	0.00000	20	0.00000	0	0.00000	86	0.00000
Candida albicans	5476	S	0	0.00000	17	0.00000	0	0.00000	53	0.00000
Scheffersomyces stipitis	4924	S	0	0.00000	16	0.00000	0	0.00000	33	0.00000
Pichia kudriavzevii	4909	S	0	0.00000	129	0.00000	0	0.00000	234	0.00000
Ogataea parapolymorpha	1005962	S	0	0.00000	27	0.00000	0	0.00000	41	0.00000
Yarrowia lipolytica	4952	S	0	0.00000	115	0.00000	0	0.00000	394	0.00000
Komagataella phaffii	460519	S	0	0.00000	92	0.00000	0	0.00000	208	0.00000
Sugiyamaella lignohabitans	796027	S	0	0.00000	72	0.00000	0	0.00000	164	0.00000
Fusarium venenatum	56646	S	0	0.00000	131	0.00000	0	0.00000	328	0.00000
Fusarium oxysporum	5507	S	0	0.00000	73	0.00000	0	0.00000	152	0.00000
Colletotrichum higginsianum	80884	S	0	0.00000	114	0.00000	0	0.00000	224	0.00000
Neurospora crassa	5141	S	0	0.00000	59	0.00000	0	0.00000	181	0.00000
Thermothielavioides terrestris	2587410	S	0	0.00000	24	0.00000	0	0.00000	47	0.00000
Pyricularia grisea	148305	S	0	0.00000	42	0.00000	0	0.00000	244	0.00000
Pyricularia pennisetigena	1578925	S	0	0.00000	36	0.00000	0	0.00000	215	0.00000
Zymoseptoria tritici	1047171	S	0	0.00000	49	0.00000	0	0.00000	84	0.00000
Schizosaccharomyces pombe	4896	S	0	0.00000	119	0.00000	0	0.00000	315	0.00000
Plasmodium cynomolgi	5827	S	0	0.00000	54	0.00000	0	0.00000	200	0.00000
Plasmodium vivax	5855	S	0	0.00000	45	0.00000	0	0.00000	236	0.00000
Plasmodium falciparum	5833	S	0	0.00000	69	0.00000	0	0.00000	301	0.00000
Plasmodium reichenowi	5854	S	0	0.00000	33	0.00000	0	0.00000	141	0.00000
Plasmodium gaboni	647221	S	0	0.00000	28	0.00000	0	0.00000	167	0.00000
Plasmodium chabaudi	5825	S	0	0.00000	57	0.00000	0	0.00000	205	0.00000
Plasmodium yoelii	5861	S	0	0.00000	29	0.00000	0	0.00000	83	0.00000
Plasmodium berghei	5821	S	0	0.00000	17	0.00000	0	0.00000	113	0.00000
Plasmodium relictum	85471	S	0	0.00000	36	0.00000	0	0.00000	79	0.00000
Babesia bovis	5865	S	0	0.00000	45	0.00000	0	0.00000	182	0.00000
Babesia microti	5868	S	0	0.00000	31	0.00000	0	0.00000	42	0.00000
Theileria orientalis	68886	S	0	0.00000	25	0.00000	0	0.00000	132	0.00000
Besnoitia besnoiti	94643	S	0	0.00000	75	0.00000	0	0.00000	248	0.00000
Cryptosporidium parvum	5807	S	0	0.00000	71	0.00000	0	0.00000	198	0.00000
Thalassiosira pseudonana	35128	S	0	0.00000	38	0.00000	0	0.00000	47	0.00000
Phaeodactylum tricornutum	2850	S	0	0.00000	17	0.00000	0	0.00000	54	0.00000
Bigelowiella natans	227086	S	0	0.00000	18	0.00000	0	0.00000	37	0.00000
Leishmania infantum	5671	S	0	0.00000	76	0.00000	0	0.00000	88	0.00000
Leishmania mexicana	5665	S	0	0.00000	16	0.00000	0	0.00000	51	0.00000
Trypanosoma brucei	5691	S	0	0.00000	55	0.00000	0	0.00000	103	0.00000
Dictyostelium discoideum	44689	S	0	0.00000	76	0.00000	0	0.00000	298	0.00000
Guillardia theta	55529	S	0	0.00000	16	0.00000	0	0.00000	37	0.00000
Methanohalobium evestigatum	2322	S	0	0.00000	18	0.00000	0	0.00000	17	0.00000
Cuniculiplasma divulgatum	1673428	S	0	0.00000	12	0.00000	0	0.00000	83	0.00000
Listeria phage A500	40522	S	0	0.00000	19	0.00000	0	0.00000	38	0.00000
Salmonella phage vB_SosS_Oslo	1168549	S	0	0.00000	16	0.00000	0	0.00000	28	0.00000
Salmonella phage vB_SemP_Emek	1168548	S	0	0.00000	17	0.00000	0	0.00000	24	0.00000
Cafeteria roenbergensis virus	1513235	S	0	0.00000	43	0.00000	0	0.00000	247	0.00000
Tokyovirus A1	1826170	S	0	0.00000	17	0.00000	0	0.00000	64	0.00000
Plasmid pUB110	2655	S	0	0.00000	218	0.00001	0	0.00000	347	0.00000
Pseudarthrobacter phenanthrenivorans	361575	S	0	0.00000	0	0.00000	10	0.00025	0	0.00000
Microbacterium sp. LKL04	912630	S	0	0.00000	0	0.00000	11	0.00028	10	0.00000
Deinococcus sp. NW-56	2080419	S	0	0.00000	0	0.00000	11	0.00028	0	0.00000
Bacillus sp. SYJ	2529386	S	0	0.00000	0	0.00000	0	0.00000	40	0.00000
Bacillus sp. Pc3	1446792	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Bacillus sp. M4U3P1	2592382	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Bacillus sp. IHB B 7164	1827146	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Bacillus sp. SDLI1	1774743	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Bacillus sp. LM 4-2	1628753	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Bacillus sp. FDAARGOS_527	2576356	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Bacillus toyonensis	155322	S	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Bacillus sp. FDAARGOS_235	1839798	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Bacillus bombysepticus	658666	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Bacillus sp. JAS24-2	2217832	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Bacillus mobilis	2026190	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Bacillus aryabhattai	412384	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Lysinibacillus sp. YS11	2072025	S	0	0.00000	0	0.00000	0	0.00000	30	0.00000
Virgibacillus sp. SK37	403957	S	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Virgibacillus sp. MSP4-1	2700081	S	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Virgibacillus sp. Bac330	2419841	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Virgibacillus halodenitrificans	1482	S	0	0.00000	0	0.00000	0	0.00000	30	0.00000
Virgibacillus phasianinus	2017483	S	0	0.00000	0	0.00000	0	0.00000	26	0.00000
Anoxybacillus sp. PDR2	1636720	S	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Bacillaceae bacterium C05	2654326	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Salicibibacter kimchii	2099786	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Halobacillus litoralis	45668	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Psychrobacillus sp. AK 1817	2303505	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Oceanobacillus iheyensis	182710	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Oceanobacillus kimchii	746691	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Gracilibacillus sp. SCU50	2663022	S	0	0.00000	0	0.00000	0	0.00000	35	0.00000
Pradoshia sp. D12	2651284	S	0	0.00000	0	0.00000	0	0.00000	30	0.00000
Planococcus rifietoensis	200991	S	0	0.00000	0	0.00000	0	0.00000	26	0.00000
Planococcus halocryophilus	1215089	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Planococcus donghaensis	414778	S	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Sporosarcina sp. P37	1930546	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Sporosarcina sp. PTS2304	2283194	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Sporosarcina psychrophila	1476	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Kurthia zopfii	1650	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Ureibacillus thermosphaericus	51173	S	0	0.00000	0	0.00000	0	0.00000	32	0.00000
Paenibacillus sp. FSL R7-0331	1536773	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Paenibacillus sp. 14171R-81	2704463	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paenibacillus sp. DCT19	2211212	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Paenibacillus sp. IHBB 10380	1566358	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Paenibacillus yonginensis	1462996	S	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Paenibacillus xylanexedens	528191	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Paenibacillus odorifer	189426	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Paenibacillus lutimineralis	2707005	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paenibacillus naphthalenovorans	162209	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paenibacillus mucilaginosus	61624	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paenibacillus albus	2495582	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Paenibacillus donghaensis	414771	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Paenibacillus terrae	159743	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Paenibacillus lentus	1338368	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Cohnella candidum	2674991	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Thermobacillus composti	377615	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Exiguobacterium sp. N4-1P	2051906	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Exiguobacterium sibiricum	332410	S	0	0.00000	0	0.00000	0	0.00000	25	0.00000
Exiguobacterium acetylicum	41170	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Alicyclobacillus acidocaldarius	405212	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Lactobacillus sp. BHWM-4	2419772	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Lactobacillus sp. CBA3606	2099789	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Lactobacillus fuchuensis	164393	S	0	0.00000	0	0.00000	0	0.00000	28	0.00000
Lactobacillus ginsenosidimutans	1007676	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Lactobacillus kullabergensis	1218493	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Lactobacillus farciminis	1612	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Lactobacillus animalis	1605	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Lactobacillus heilongjiangensis	1074467	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Pediococcus claussenii	187452	S	0	0.00000	0	0.00000	0	0.00000	43	0.00000
Pediococcus inopinatus	114090	S	0	0.00000	0	0.00000	0	0.00000	28	0.00000
Streptococcus sp. I-G2	1156431	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Streptococcus sp. HSISM1	1316408	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Streptococcus sp. FDAARGOS_522	2420310	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Streptococcus sp. LPB0220	2610896	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Streptococcus sp. HSISS3	1316412	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Streptococcus porcinus	1340	S	0	0.00000	0	0.00000	0	0.00000	41	0.00000
Streptococcus viridans	78535	S	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Streptococcus troglodytae	1111760	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Streptococcus halotolerans	1814128	S	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Streptococcus vestibularis	1343	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Streptococcus equinus	1335	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Streptococcus respiraculi	2021971	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Streptococcus merionis	400065	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Lactococcus sp. 1JSPR-7	2419773	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Lactococcus sp. KACC 19320	2592653	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Weissella sp. HDW19	2714949	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Weissella koreensis	165096	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Weissella confusa	1583	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Leuconostoc carnosum	1252	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Leuconostoc pseudomesenteroides	33968	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Clostridium sp. DL-VIII	641107	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Clostridium sp. AWRP	2212991	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Clostridium sp. MF28	1702238	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Clostridium sp. JN500901	2068654	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Clostridium sp. SYSU GA15002T	2587161	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Clostridium sp. JN-9	2507159	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Clostridium scatologenes	1548	S	0	0.00000	0	0.00000	0	0.00000	38	0.00000
Clostridium estertheticum	238834	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Clostridium isatidis	182773	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Clostridium saccharobutylicum	169679	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Clostridium septicum	1504	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Clostridium acetobutylicum	1488	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Clostridium tyrobutyricum	1519	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Clostridium cellulovorans	1493	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Alkaliphilus oremlandii	461876	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Geosporobacter ferrireducens	1424294	S	0	0.00000	0	0.00000	0	0.00000	30	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Caloramator sp. E03	2576307	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Clostridiaceae bacterium 14S0207	2082193	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Romboutsia hominis	1507512	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
[Clostridium] hiranonis	89152	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Paeniclostridium sordellii	1505	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Acetoanaerobium sticklandii	1511	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Paraclostridium bifermentans	1490	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Lachnospiraceae bacterium Choco86	2109690	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Blautia sp. N6H1-15	1912897	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Blautia producta	33035	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Blautia coccoides	1532	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Cellulosilyticum lentocellum	29360	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
[Ruminococcus] gnavus	33038	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Butyrivibrio proteoclasticus	43305	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Anaerocolumna sp. CBA3638	2696063	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Lachnoanaerobaculum umeaense	617123	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Desulfotomaculum ferrireducens	1833852	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Desulfitobacterium metallireducens	142877	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Desulfofarcimen acetoxidans	58138	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Dehalobacterium formicoaceticum	51515	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
[Clostridium] cellulosi	29343	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Ethanoligenens harbinense	253239	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
[Eubacterium] sulci	143393	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Hungateiclostridium clariflavum	288965	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Fastidiosipila sanguinis	236753	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Christensenella sp. Marseille-P3954	2086585	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Caldanaerobacter subterraneus	911092	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Tepidanaerobacter acetatoxydans	499229	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Halanaerobium praevalens	2331	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Halocella sp. SP3-1	2382161	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Anoxybacter fermentans	1323375	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Veillonella atypica	39777	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Megasphaera elsdenii	907	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Anaerococcus mediterraneensis	1870984	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Gottschalkia acidurici	1556	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Ezakiella massiliensis	1852374	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Erysipelothrix larvae	1514105	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Turicibacter sp. H121	1712675	S	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Faecalitalea cylindroides	39483	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Streptomyces sp. SCSIO 03032	1109743	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Streptomyces sp. TLI_053	1855352	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Streptomyces spectabilis	68270	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Streptomyces ficellus	1977088	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Tessaracoccus flavescens	399497	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Propioniciclava sp. HDW11	2714937	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Nocardioides sp. dk3136	2575373	S	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Mycolicibacterium madagascariense	212765	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Mycolicibacterium gilvum	1804	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Mycolicibacterium vaccae	1810	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Corynebacterium sp. 2183	2080740	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Corynebacterium camporealensis	161896	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Corynebacterium resistens	258224	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Corynebacterium ammoniagenes	1697	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Corynebacterium timonense	441500	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Corynebacteriaceae bacterium 'ARUP UnID 227'	1164002	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Rhodococcus sp. B7740	1564114	S	0	0.00000	0	0.00000	0	0.00000	25	0.00000
Rhodococcus ruber	1830	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Tsukamurella tyrosinosolvens	57704	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Tsukamurella paurometabola	2061	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Segniliparus rotundus	286802	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Micrococcus sp. V7	404582	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Kocuria sp. BT304	1702043	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Arthrobacter citreus	1670	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Microbacterium sp. Y-01	2048898	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Microbacterium sp. RG1	2489212	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Microbacterium testaceum	2033	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Microbacterium pygmaeum	370764	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Curtobacterium sp. MR_MD2014	1561023	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Curtobacterium sp. BH-2-1-1	1905847	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Dermabacter vaginalis	1630135	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Ornithinimicrobium sp. HY006	2508882	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Phycicoccus dokdonensis	443156	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Brevibacterium luteolum	199591	S	0	0.00000	0	0.00000	0	0.00000	29	0.00000
Cellulomonas sp. 40-2	2729175	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Pseudactinotalea sp. HY158	2654547	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Miniimonas sp. S16	2171623	S	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Actinomyces radicidentis	111015	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Actinomyces howellii	52771	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Pauljensenia hongkongensis	178339	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Plantactinospora sp. BC1	2108470	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Bifidobacterium pseudolongum	1694	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Scardovia inopinata	78259	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Pseudonocardia sp. HH130629-09	1641402	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Pseudonocardia autotrophica	2074	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Pseudonocardia dioxanivorans	240495	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Kibdelosporangium phytohabitans	860235	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Streptosporangium roseum	2001	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Collinsella aerofaciens	74426	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Libanicoccus massiliensis	1871022	S	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Atopobium parvulum	1382	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Iamiaceae bacterium SCSIO 58843	2664374	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Calothrix parasitica	1973486	S	0	0.00000	0	0.00000	0	0.00000	43	0.00000
Rivularia sp. PCC 7116	373994	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000
